Name,Origin,Name,Transliteration
Hungary_H_v_z,Hungary,Hévíz,Hot Water
Hungary_Hidasn_meti,Hungary,Hidasnémeti,Bridge German
Hungary_H_dmez_v_s_rhely,Hungary,Hódmezővásárhely,Beaver Field Market
Hungary_Igal,Hungary,Igal,None
Hungary_J_k,Hungary,Ják,None
Hungary_J_noshalma,Hungary,Jánoshalma,John’s Elm
Hungary_J_noshida,Hungary,Jánoshida,John’s Bridge
Hungary_J_szap_ti,Hungary,Jászapáti,Jász Market
Hungary_J_szber_ny,Hungary,Jászberény,Jász Lamb
Hungary_Kaba,Hungary,Kaba,None
Hungary_Kalocsa,Hungary,Kalocsa,None
Hungary_K_poln_sny_k,Hungary,Kápolnásnyék,Chapel Nyék
Hungary_Kapuv_r,Hungary,Kapuvár,Gate Castle
Hungary_Karcag,Hungary,Karcag,None
Hungary_Kazincbarcika,Hungary,Kazincbarcika,None
Hungary_Kecel,Hungary,Kecel,None
Hungary_Kemecse,Hungary,Kemecse,None
Hungary_Kenderes,Hungary,Kenderes,Hemp
Hungary_Keszthely,Hungary,Keszthely,None
Hungary_Kisb_r,Hungary,Kisbér,Little Foal
Hungary_Kisk_r_s,Hungary,Kiskőrös,Little Körös
Hungary_Kiskunf_legyh_za,Hungary,Kiskunfélegyháza,Little Kun Church House
Hungary_Kiskunhalas,Hungary,Kiskunhalas,Little Kun Fish
Hungary_Kiskunmajsa,Hungary,Kiskunmajsa,Little Kun Majsa
Hungary_Kis_jsz_ll_s,Hungary,Kisújszállás,Little New Lodging
Hungary_Kisv_rda,Hungary,Kisvárda,Small Castle
Hungary_Kom_di,Hungary,Komádi,None
Hungary_K_r_s,Hungary,Körös,None
Hungary_K_szeg,Hungary,Kőszeg,Goat Stone
Hungary_Kunhegyes,Hungary,Kunhegyes,Kun Hill
Hungary_Lajosmizse,Hungary,Lajosmizse,Lajos’s Mizse
Hungary_Lenti,Hungary,Lenti,Below
Hungary_Letenye,Hungary,Letenye,None
Hungary_L_cse,Hungary,Lőcse,None
Hungary_Magl_d,Hungary,Maglód,None
Hungary_Makl_r,Hungary,Maklár,None
Hungary_M_ndok,Hungary,Mándok,None
Hungary_Marcali,Hungary,Marcali,None
Hungary_Martf,Hungary,Martfű,Martin’s Ford
Hungary_M_traderecske,Hungary,Mátraderecske,Mátra Derecske
Hungary_Mez_ber_ny,Hungary,Mezőberény,Field Lamb
Hungary_Mez_cs_t,Hungary,Mezőcsát,None
Hungary_Mez_hegyes,Hungary,Mezőhegyes,Field Hill
Hungary_Mez_kov_csh_za,Hungary,Mezőkovácsháza,Field Smith House
Hungary_Mez_t_r,Hungary,Mezőtúr,Field Tower
Hungary_Miskolcz,Hungary,Miskolcz,None
Hungary_Moh_cs,Hungary,Mohács,None
Hungary_Monor,Hungary,Monor,None
Hungary_Moson,Hungary,Moson,None
Hungary_Nagyat_d,Hungary,Nagyatád,Big Atád
Hungary_Nagybajom,Hungary,Nagybajom,Big Trouble
Hungary_Nagyk_ll,Hungary,Nagykálló,Big Kálló
Hungary_Nagykanizsa,Hungary,Nagykanizsa,Big Kanizsa
Hungary_Nagyk_ta,Hungary,Nagykáta,Big Káta
Hungary_Nagyk_r,Hungary,Nagykörű,Big Circle
Hungary_Nagymaros,Hungary,Nagymaros,Big Maros
Hungary_Nagyv_rad,Hungary,Nagyvárad,Big Castle
Hungary_Ny_kl_dh_za,Hungary,Nyékládháza,Nyék House
Hungary_Ny_radony,Hungary,Nyíradony,Birch Adony
Hungary_Ny_rb_tor,Hungary,Nyírbátor,Birch Hero
Hungary_Ny_regyh_za,Hungary,Nyíregyháza,Birch Church House
Hungary_csa,Hungary,Ócsa,None
Hungary_cs_d,Hungary,Öcsöd,None
Hungary_Orosh_za,Hungary,Orosháza,Russian House
Hungary_Oroszl_ny,Hungary,Oroszlány,Lion
Hungary_zd,Hungary,Ózd,None
Hungary_Paks,Hungary,Paks,None
Hungary_Pannonhalma,Hungary,Pannonhalma,Pannon Hill
Hungary_P_pa,Hungary,Pápa,None
Hungary_P_szt,Hungary,Pásztó,Shepherd
Hungary_P_csv_rad,Hungary,Pécsvárad,Pécs Castle
Hungary_P_terv_s_ra,Hungary,Pétervására,Peter’s Market
Hungary_Pilis,Hungary,Pilis,None
Hungary_Polg_r,Hungary,Polgár,Citizen
Hungary_Pom_z,Hungary,Pomáz,None
Hungary_P_sp_klad_ny,Hungary,Püspökladány,Bishop Ladány
Hungary_P_sp_kszil_gy,Hungary,Püspökszilágy,Bishop Szilágy
Hungary_R_ckeve,Hungary,Ráckeve,Serb Danube
Hungary_Rakamaz,Hungary,Rakamaz,None
Hungary_R_ts_g,Hungary,Rétság,Meadow
Hungary_S_rospatak,Hungary,Sárospatak,Muddy Stream
Hungary_S_sd,Hungary,Sásd,None
Hungary_S_toralja_jhely,Hungary,Sátoraljaújhely,Tent New Place
Hungary_Sellye,Hungary,Sellye,None
Hungary_Sikl_s,Hungary,Siklós,None
Hungary_Simontornya,Hungary,Simontornya,Simon Tower
Hungary_Soltvadkert,Hungary,Soltvadkert,Salt Wild Garden
Hungary_Somogyv_r,Hungary,Somogyvár,Somogy Castle
Hungary_Sopron,Hungary,Sopron,None
Hungary_S_meg,Hungary,Sümeg,None
Hungary_Szabadbatty_n,Hungary,Szabadbattyán,Free Battyán
Hungary_Szabadsz_ll_s,Hungary,Szabadszállás,Free Lodging
Hungary_Szalonna,Hungary,Szalonna,Bacon
Hungary_Szarvas,Hungary,Szarvas,Deer
Hungary_Sz_cs_ny,Hungary,Szécsény,None
Hungary_Szedres,Hungary,Szedres,Mulberry
Hungary_Szeghalom,Hungary,Szeghalom,Border Elm
Hungary_Szentendre,Hungary,Szentendre,Saint Andrew
Hungary_Szentgotth_rd,Hungary,Szentgotthárd,Saint Gotthard
Hungary_Szigetszentmikl_s,Hungary,Szigetszentmiklós,Island Saint Nicholas
Hungary_Sziksz,Hungary,Szikszó,None
Hungary_Szilv_sv_rad,Hungary,Szilvásvárad,Plum Castle
Hungary_Szob,Hungary,Szob,None
Hungary_Szolnok,Hungary,Szolnok,None
Hungary_Tab,Hungary,Tab,None
Hungary_Tam_si,Hungary,Tamási,None
Hungary_T_pi_szele,Hungary,Tápiószele,Tápió Wind
Hungary_T_pi_szentm_rton,Hungary,Tápiószentmárton,Tápió Saint Martin
Hungary_Tarcal,Hungary,Tarcal,None
Hungary_T_rk_ny,Hungary,Tárkány,None
Hungary_Tata,Hungary,Tata,None
Hungary_T_t,Hungary,Tét,None
Hungary_Tiszaf_red,Hungary,Tiszafüred,Tisza Bath
Hungary_Tiszak_cske,Hungary,Tiszakécske,Tisza Kécske
Hungary_Tiszal_k,Hungary,Tiszalök,Tisza Lock
Hungary_Tiszavasv_ri,Hungary,Tiszavasvári,Tisza Market
Hungary_Tolcsva,Hungary,Tolcsva,None
Hungary_Tolna,Hungary,Tolna,None
Hungary_T_r_kb_lint,Hungary,Törökbálint,Turkish Bálint
Hungary_Tura,Hungary,Tura,None
Hungary_jfeh_rt,Hungary,Újfehértó,New White Lake
Hungary_jsz_sz,Hungary,Újszász,New Szász
Hungary_V_c,Hungary,Vác,None
Hungary_V_mosp_rcs,Hungary,Vámospércs,Customs Perch
Hungary_V_rpalota,Hungary,Várpalota,Castle Palace
Hungary_Vasv_r,Hungary,Vasvár,Iron Castle
Hungary_Vecs_s,Hungary,Vecsés,None
Hungary_Velence,Hungary,Velence,Venice
Hungary_Veresegyh_z,Hungary,Veresegyház,Red Church House
Hungary_Veszpr_m,Hungary,Veszprém,None
Hungary_Vilm_ny,Hungary,Vilmány,None
Hungary_Zalal_v,Hungary,Zalalövő,Zala Archer
Hungary_Zalaszentgr_t,Hungary,Zalaszentgrót,Zala Saint Grót
Hungary_Zirc,Hungary,Zirc,None
Hungary_Zs_mb_k,Hungary,Zsámbék,None
Italy_Abbadia,Italy,Abbadia,Abbey
Italy_Acqui,Italy,Acqui,Waters
Italy_Agli,Italy,Agliè,None
Italy_Alagna,Italy,Alagna,None
Italy_Albenga,Italy,Albenga,None
Italy_Altopascio,Italy,Altopascio,High Passage
Italy_Arquata,Italy,Arquata,Arch
Italy_Asolo,Italy,Asolo,None
Italy_Atrani,Italy,Atrani,None
Italy_Avigliana,Italy,Avigliana,None
Italy_Bagnolo,Italy,Bagnolo,Little Bath
Italy_Bardolino,Italy,Bardolino,None
Italy_Barolo,Italy,Barolo,None
Italy_Bellagio,Italy,Bellagio,None
Italy_Biella,Italy,Biella,None
Italy_Borgo,Italy,Borgo,Village
Italy_Brisighella,Italy,Brisighella,None
Italy_Brunate,Italy,Brunate,None
Italy_Busca,Italy,Busca,None
Italy_Bussoleno,Italy,Bussoleno,None
Italy_Campiglia,Italy,Campiglia,Little Field
Italy_Casale,Italy,Casale,Cottage
Italy_Castagno,Italy,Castagno,Chestnut
Italy_Castelfranco,Italy,Castelfranco,Free Castle
Italy_Cavaglio,Italy,Cavaglio,None
Italy_Cerveteri,Italy,Cerveteri,None
Italy_Cetona,Italy,Cetona,None
Italy_Chiavenna,Italy,Chiavenna,None
Italy_Cingoli,Italy,Cingoli,None
Italy_Cividale,Italy,Cividale,Citizen’s Valley
Italy_Dego,Italy,Dego,None
Italy_Dervio,Italy,Dervio,None
Italy_Diano,Italy,Diano,None
Italy_Dogliani,Italy,Dogliani,None
Italy_Dolceacqua,Italy,Dolceacqua,Sweet Water
Italy_Dolcedo,Italy,Dolcedo,Sweet Place
Italy_Domodossola,Italy,Domodossola,None
Italy_Donoratico,Italy,Donoratico,None
Italy_Dossena,Italy,Dossena,None
Italy_Dronero,Italy,Dronero,None
Italy_Erba,Italy,Erba,Grass
Italy_Esino,Italy,Esino,None
Italy_Este,Italy,Este,None
Italy_Fabriano,Italy,Fabriano,None
Italy_Faenza,Italy,Faenza,None
Italy_Feltre,Italy,Feltre,None
Italy_Fiesole,Italy,Fiesole,None
Italy_Finale,Italy,Finale,End
Italy_Fiorano,Italy,Fiorano,Flowery
Italy_Fiumalbo,Italy,Fiumalbo,White River
Italy_Fivizzano,Italy,Fivizzano,None
Italy_Follina,Italy,Follina,None
Italy_Fornovo,Italy,Fornovo,Oven
Italy_Fosciandora,Italy,Fosciandora,None
Italy_Fossano,Italy,Fossano,None
Italy_Fossombrone,Italy,Fossombrone,Bronze Ditch
Italy_Frascati,Italy,Frascati,None
Italy_Fratte,Italy,Fratte,None
Italy_Galzignano,Italy,Galzignano,None
Italy_Gattinara,Italy,Gattinara,None
Italy_Gavi,Italy,Gavi,None
Italy_Gavirate,Italy,Gavirate,None
Italy_Gessopalena,Italy,Gessopalena,None
Italy_Ghemme,Italy,Ghemme,None
Italy_Giaveno,Italy,Giaveno,None
Italy_Grado,Italy,Grado,None
Italy_Greve,Italy,Greve,Gravel
Italy_Grignasco,Italy,Grignasco,None
Italy_Gualdo,Italy,Gualdo,None
Italy_Gubbio,Italy,Gubbio,None
Italy_Impruneta,Italy,Impruneta,None
Italy_Ischia,Italy,Ischia,None
Italy_Iseo,Italy,Iseo,None
Italy_Ivrea,Italy,Ivrea,None
Italy_Langhirano,Italy,Langhirano,None
Italy_Levanto,Italy,Levanto,None
Italy_Limone,Italy,Limone,Lemon
Italy_Lizzano,Italy,Lizzano,None
Italy_Lizzano_2,Italy,Lizzano,None
Italy_Lodi,Italy,Lodi,None
Italy_Loro,Italy,Loro,None
Italy_Loro_Ciuffenna,Italy,Loro Ciuffenna,None
Italy_Luserna,Italy,Luserna,None
Italy_Lusignano,Italy,Lusignano,None
Italy_Marciana,Italy,Marciana,None
Italy_Marsala,Italy,Marsala,None
Italy_Massarosa,Italy,Massarosa,None
Italy_Melfi,Italy,Melfi,None
Italy_Mercatello,Italy,Mercatello,Little Market
Italy_Mergo,Italy,Mergo,None
Italy_Montaione,Italy,Montaione,Big Mountain
Italy_Montalcino,Italy,Montalcino,Little Oak Mountain
Italy_Montecatini,Italy,Montecatini,Little Cat Mountain
Italy_Montefalco,Italy,Montefalco,Falcon Mountain
Italy_Montemarciano,Italy,Montemarciano,Mars Mountain
Italy_Montepulciano,Italy,Montepulciano,Many Hills Mountain
Italy_Montespertoli,Italy,Montespertoli,Spur Mountain
Italy_Montevarchi,Italy,Montevarchi,Archer Mountain
Italy_Monticelli,Italy,Monticelli,Little Mountains
Italy_Montoggio,Italy,Montoggio,None
Italy_Noli,Italy,Noli,None
Italy_Norcia,Italy,Norcia,None
Italy_Noto,Italy,Noto,None
Italy_Novi,Italy,Novi,New
Italy_Numana,Italy,Numana,None
Italy_Oliena,Italy,Oliena,None
Italy_Omegna,Italy,Omegna,None
Italy_Orta,Italy,Orta,None
Italy_Orte,Italy,Orte,None
Italy_Ortona,Italy,Ortona,None
Italy_Osimo,Italy,Osimo,None
Italy_Ostuni,Italy,Ostuni,None
Italy_Otricoli,Italy,Otricoli,None
Italy_Oulx,Italy,Oulx,None
Italy_Oviglio,Italy,Oviglio,None
Italy_Ozieri,Italy,Ozieri,None
Italy_Ozzano,Italy,Ozzano,None
Italy_Palazzolo,Italy,Palazzolo,Little Palace
Italy_Peschiera,Italy,Peschiera,Fishery
Italy_Pianoro,Italy,Pianoro,Plain
Italy_Pienza,Italy,Pienza,None
Italy_Pieve,Italy,Pieve,Parish
Italy_Polesine,Italy,Polesine,Little Plain
Italy_Pontremoli,Italy,Pontremoli,Trembling Bridge
Italy_Poppi,Italy,Poppi,None
Italy_Porretta,Italy,Porretta,None
Italy_Pralormo,Italy,Pralormo,None
Italy_Premeno,Italy,Premeno,None
Italy_Radda,Italy,Radda,None
Italy_Rocca,Italy,Rocca,Fortress
Italy_Rufina,Italy,Rufina,None
Italy_Salara,Italy,Salara,None
Italy_Salice,Italy,Salice,Willow
Italy_Saludecio,Italy,Saludecio,None
Italy_Saluzzo,Italy,Saluzzo,None
Italy_Sanremo,Italy,Sanremo,Saint Remus
Italy_Sansepolcro,Italy,Sansepolcro,Holy Sepulcher
Italy_Sarzana,Italy,Sarzana,None
Italy_Sasso,Italy,Sasso,Stone
Italy_Savigliano,Italy,Savigliano,None
Italy_Savona,Italy,Savona,None
Italy_Scansano,Italy,Scansano,None
Italy_Scilla,Italy,Scilla,None
Italy_Sermoneta,Italy,Sermoneta,None
Italy_Sestola,Italy,Sestola,None
Italy_Sestri,Italy,Sestri,None
Italy_Sinalunga,Italy,Sinalunga,None
Italy_Sizzano,Italy,Sizzano,None
Italy_Todi,Italy,Todi,None
Italy_Torgiano,Italy,Torgiano,None
Italy_Trani,Italy,Trani,None
Italy_Tratalias,Italy,Tratalias,None
Italy_Tremezzo,Italy,Tremezzo,None
Italy_Tremosine,Italy,Tremosine,None
Italy_Trevi,Italy,Trevi,None
Italy_Treviglio,Italy,Treviglio,None
Italy_Tropea,Italy,Tropea,None
Italy_Tuscania,Italy,Tuscania,None
Italy_Umbertide,Italy,Umbertide,None
Italy_Urbino,Italy,Urbino,None
Italy_Varallo,Italy,Varallo,None
Italy_Verbania,Italy,Verbania,None
Italy_Vernazza,Italy,Vernazza,None
Italy_Vetralla,Italy,Vetralla,None
Italy_Viano,Italy,Viano,None
Italy_Vico,Italy,Vico,Village
Italy_Vidiciatico,Italy,Vidiciatico,None
Italy_Vigevano,Italy,Vigevano,None
Italy_Vigolo,Italy,Vigolo,None
Italy_Vitorchiano,Italy,Vitorchiano,None
Italy_Vobbia,Italy,Vobbia,None
Italy_Voghera,Italy,Voghera,None
Italy_Volpago,Italy,Volpago,None
Italy_Volterra,Italy,Volterra,None
Italy_Vottignasco,Italy,Vottignasco,None
Italy_Zeri,Italy,Zeri,None
Italy_Zoagli,Italy,Zoagli,None
Italy_Zocca,Italy,Zocca,None
Italy_Zogno,Italy,Zogno,None
Italy_Zogno_2,Italy,Zogno,None
Japan_Aikawa,Japan,Aikawa,Meeting River
Japan_Aizu,Japan,Aizu,None
Japan_Aki,Japan,Aki,Autumn
Japan_Ako,Japan,Ako,None
Japan_Amagi,Japan,Amagi,Heavenly Castle
Japan_Arita,Japan,Arita,None
Japan_Aso,Japan,Aso,None
Japan_Asuka,Japan,Asuka,Flying Bird
Japan_Beppu,Japan,Beppu,None
Japan_Bingo,Japan,Bingo,None
Japan_Bitchu,Japan,Bitchu,None
Japan_Bizen,Japan,Bizen,None
Japan_Boshu,Japan,Boshu,None
Japan_Bungo,Japan,Bungo,None
Japan_Bunzan,Japan,Bunzan,None
Japan_Buzen,Japan,Buzen,None
Japan_Chichibu,Japan,Chichibu,None
Japan_Chikugo,Japan,Chikugo,None
Japan_Chikuma,Japan,Chikuma,Thousand Horses
Japan_Chino,Japan,Chino,Thousand Fields
Japan_Chiryu,Japan,Chiryu,Thousand Willows
Japan_Chizu,Japan,Chizu,Thousand Storks
Japan_Chokai,Japan,Chokai,None
Japan_Choshi,Japan,Choshi,None
Japan_Ebino,Japan,Ebino,None
Japan_Echigo,Japan,Echigo,None
Japan_Echizen,Japan,Echizen,None
Japan_Ena,Japan,Ena,None
Japan_Enzan,Japan,Enzan,Salt Mountain
Japan_Esashi,Japan,Esashi,None
Japan_Etchu,Japan,Etchu,None
Japan_Ezo,Japan,Ezo,None
Japan_Fuchu,Japan,Fuchu,Prefecture Capital
Japan_Fuka,Japan,Fuka,None
Japan_Fukaura,Japan,Fukaura,Deep Bay
Japan_Fukui,Japan,Fukui,Blessed Well
Japan_Funai,Japan,Funai,None
Japan_Furukawa,Japan,Furukawa,Old River
Japan_Fushimi,Japan,Fushimi,Hidden Water
Japan_Futtsu,Japan,Futtsu,None
Japan_Gifu,Japan,Gifu,None
Japan_Gose,Japan,Gose,None
Japan_Hagi,Japan,Hagi,Bush Clover
Japan_Hakui,Japan,Hakui,White Robe
Japan_Hida,Japan,Hida,None
Japan_Higo,Japan,Higo,None
Japan_Hikawa,Japan,Hikawa,Ice River
Japan_Himi,Japan,Himi,None
Japan_Hita,Japan,Hita,None
Japan_Hitachi,Japan,Hitachi,None
Japan_Hiwasa,Japan,Hiwasa,Sun Harmony
Japan_Hizen,Japan,Hizen,None
Japan_Hokki,Japan,Hokki,None
Japan_Hokuetsu,Japan,Hokuetsu,None
Japan_Hokuto,Japan,Hokuto,North Star
Japan_Hondo,Japan,Hondo,Main Land
Japan_Iga,Japan,Iga,None
Japan_Imari,Japan,Imari,None
Japan_Ina,Japan,Ina,None
Japan_Inaba,Japan,Inaba,None
Japan_Ine,Japan,Ine,None
Japan_Ino,Japan,Ino,Wild Boar
Japan_Inukai,Japan,Inukai,Dog House
Japan_Ise,Japan,Ise,None
Japan_Isehara,Japan,Isehara,Shrine Plain
Japan_Iwaki,Japan,Iwaki,None
Japan_Iwami,Japan,Iwami,None
Japan_Iwanai,Japan,Iwanai,None
Japan_Iwase,Japan,Iwase,Rock Rapids
Japan_Iwatsuki,Japan,Iwatsuki,Rock Moon
Japan_Iyo,Japan,Iyo,None
Japan_Izu,Japan,Izu,None
Japan_Izumo,Japan,Izumo,None
Japan_Kaga,Japan,Kaga,None
Japan_Kainan,Japan,Kainan,South Sea
Japan_Kakegawa,Japan,Kakegawa,Hanging River
Japan_Kameoka,Japan,Kameoka,Turtle Hill
Japan_Kamioka,Japan,Kamioka,Upper Hill
Japan_Kamo,Japan,Kamo,Wild Duck
Japan_Karatsu,Japan,Karatsu,None
Japan_Kasaoka,Japan,Kasaoka,Umbrella Hill
Japan_Kashima,Japan,Kashima,Deer Island
Japan_Katori,Japan,Katori,None
Japan_Katori_2,Japan,Katori,None
Japan_Katsuyama,Japan,Katsuyama,Victory Mountain
Japan_Kawagoe,Japan,Kawagoe,River Pass
Japan_Kawanishi,Japan,Kawanishi,West River
Japan_Kazamaura,Japan,Kazamaura,Wind Village
Japan_Kii,Japan,Kii,None
Japan_Kinugawa,Japan,Kinugawa,Silk River
Japan_Kiso,Japan,Kiso,None
Japan_Kiso_2,Japan,Kiso,None
Japan_Kiso_3,Japan,Kiso,None
Japan_Kiso_4,Japan,Kiso,None
Japan_Kofu,Japan,Kofu,None
Japan_Kurobe,Japan,Kurobe,Black River
Japan_Kuwana,Japan,Kuwana,None
Japan_Matsue,Japan,Matsue,Pine Bay
Japan_Mikawa,Japan,Mikawa,Three Rivers
Japan_Miki,Japan,Miki,None
Japan_Mimasaka,Japan,Mimasaka,None
Japan_Minabe,Japan,Minabe,Plum Bay
Japan_Mino,Japan,Mino,None
Japan_Mito,Japan,Mito,None
Japan_Miyako,Japan,Miyako,None
Japan_Miyazu,Japan,Miyazu,Shrine Bay
Japan_Moka,Japan,Moka,None
Japan_Muroto,Japan,Muroto,None
Japan_Mutsu,Japan,Mutsu,None
Japan_Nago,Japan,Nago,None
Japan_Naka,Japan,Naka,Middle
Japan_Nakaoka,Japan,Nakaoka,Middle Hill
Japan_Nakatsu,Japan,Nakatsu,Middle Port
Japan_Namioka,Japan,Namioka,Wave Hill
Japan_Natori,Japan,Natori,None
Japan_Niimi,Japan,Niimi,New Beauty
Japan_Nima,Japan,Nima,None
Japan_Nirasaki,Japan,Nirasaki,None
Japan_Noheji,Japan,Noheji,None
Japan_Noto,Japan,Noto,None
Japan_Noto_2,Japan,Noto,None
Japan_Obama,Japan,Obama,Small Beach
Japan_Oga,Japan,Oga,None
Japan_Oita,Japan,Oita,None
Japan_Oki,Japan,Oki,Offshore
Japan_Ome,Japan,Ome,None
Japan_Omi,Japan,Omi,None
Japan_Omura,Japan,Omura,Great Bay
Japan_Owari,Japan,Owari,None
Japan_Sado,Japan,Sado,None
Japan_Saka,Japan,Saka,Slope
Japan_Saku,Japan,Saku,None
Japan_Sakuho,Japan,Sakuho,None
Japan_Sano,Japan,Sano,None
Japan_Sanuki,Japan,Sanuki,None
Japan_Sasebo,Japan,Sasebo,None
Japan_Satsuma,Japan,Satsuma,None
Japan_Shima,Japan,Shima,Island
Japan_Shimoda,Japan,Shimoda,Lower Field
Japan_Shimonita,Japan,Shimonita,Lower Field
Japan_Shingu,Japan,Shingu,New Shrine
Japan_Shinjo,Japan,Shinjo,New Place
Japan_Shioya,Japan,Shioya,Salt Valley
Japan_Shirakawa,Japan,Shirakawa,White River
Japan_Shizukuishi,Japan,Shizukuishi,Droplet Stone
Japan_Tajima,Japan,Tajima,None
Japan_Takanabe,Japan,Takanabe,High Plain
Japan_Takanotsume,Japan,Takanotsume,Hawk’s Claw
Japan_Tanba,Japan,Tanba,None
Japan_Tane,Japan,Tane,Seed
Japan_Tango,Japan,Tango,None
Japan_Tendo,Japan,Tendo,Heavenly Child
Japan_Teshio,Japan,Teshio,None
Japan_Toba,Japan,Toba,None
Japan_Toba_2,Japan,Toba,None
Japan_Toki,Japan,Toki,None
Japan_Tomari,Japan,Tomari,Anchorage
Japan_Tomioka,Japan,Tomioka,Wealth Hill
Japan_Tosa,Japan,Tosa,None
Japan_Tsugaru,Japan,Tsugaru,None
Japan_Ueda,Japan,Ueda,Upper Field
Japan_Ueno,Japan,Ueno,Upper Field
Japan_Ugo,Japan,Ugo,None
Japan_Ukiha,Japan,Ukiha,None
Japan_Ureshino,Japan,Ureshino,Joyful Field
Japan_Utsunomiya,Japan,Utsunomiya,None
Japan_Uwajima,Japan,Uwajima,Upper Island
Japan_Uzen,Japan,Uzen,None
Japan_Wajima,Japan,Wajima,Wheel Island
Japan_Wakasa,Japan,Wakasa,Young Sand
Japan_Yabe,Japan,Yabe,None
Japan_Yaita,Japan,Yaita,None
Japan_Yamaga,Japan,Yamaga,Mountain Deer
Japan_Yanaizu,Japan,Yanaizu,Willow Spring
Japan_Yatsushiro,Japan,Yatsushiro,Eighth Generation
Japan_Yazu,Japan,Yazu,None
Japan_Yonezawa,Japan,Yonezawa,Rice Marsh
Japan_Yoro,Japan,Yoro,None
Korea_Anju,Korea,Anju,Peaceful Haven
Korea_Ch_angju,Korea,Ch’angju,Eternal Haven
Korea_Ch_angsan,Korea,Ch’angsan,Eternal Mountain
Korea_Ch_angson,Korea,Ch’angson,Eternal Pine
Korea_Ch_angsong,Korea,Ch’angsong,Eternal Pine
Korea_Ch_angwon,Korea,Ch’angwon,Eternal Garden
Korea_Ch_ongju,Korea,Ch’ongju,Clear Haven
Korea_Ch_ongju_2,Korea,Ch’ongju,Clear Haven
Korea_Ch_ongnae,Korea,Ch’ongnae,Clear Plain
Korea_Ch_ongp_o,Korea,Ch’ongp’o,Clear Harbor
Korea_Ch_ongsan,Korea,Ch’ongsan,Clear Mountain
Korea_Ch_ongsan_2,Korea,Ch’ongsan,Clear Mountain
Korea_Ch_ongson,Korea,Ch’ongson,Clear Pine
Korea_Ch_ongson_2,Korea,Ch’ongson,Clear Pine
Korea_Ch_ongsong,Korea,Ch’ongsong,Clear Pine
Korea_Ch_uanchon,Korea,Ch’uanchon,Spring Village
Korea_Ch_uanju,Korea,Ch’uanju,Spring Haven
Korea_Ch_uanju_2,Korea,Ch’uanju,Spring Haven
Korea_Ch_uanp_o,Korea,Ch’uanp’o,Spring Harbor
Korea_Changnyong,Korea,Changnyong,Long Prosperity
Korea_Chosan,Korea,Chosan,Morning Mountain
Korea_Hsinch_ang,Korea,Hsinch’ang,New Prosperity
Korea_Hsinch_on,Korea,Hsinch’on,New Village
Korea_Hsinchon,Korea,Hsinchon,New Village
Korea_Hsinju,Korea,Hsinju,New Haven
Korea_Hsinju_2,Korea,Hsinju,New Haven
Korea_Hsinp_o,Korea,Hsinp’o,New Harbor
Korea_Hsinp_o_2,Korea,Hsinp’o,New Harbor
Korea_Hsinyang,Korea,Hsinyang,New Sun
Korea_Hsinyang_2,Korea,Hsinyang,New Sun
Korea_Hyangchon,Korea,Hyangchon,Fragrant Village
Korea_Hyangju,Korea,Hyangju,Fragrant Haven
Korea_Hyangson,Korea,Hyangson,Fragrant Pine
Korea_Hyangyang,Korea,Hyangyang,Fragrant Sun
Korea_Hyonam,Korea,Hyonam,Wise Rock
Korea_Hyonchon,Korea,Hyonchon,Wise Village
Korea_Hyonju,Korea,Hyonju,Wise Haven
Korea_Hyonp_o,Korea,Hyonp’o,Wise Harbor
Korea_Hyonsan,Korea,Hyonsan,Wise Mountain
Korea_Hyonsong,Korea,Hyonsong,Wise Pine
Korea_Kaechon,Korea,Kaechon,Open Stream
Korea_Kaeju,Korea,Kaeju,Open Haven
Korea_Kaep_o,Korea,Kaep’o,Open Harbor
Korea_Kaeson,Korea,Kaeson,Open Pine
Korea_Kaeson_2,Korea,Kaeson,Open Pine
Korea_Kanch_ang,Korea,Kanch’ang,Sweet Prosperity
Korea_Kanchon,Korea,Kanchon,Sweet Village
Korea_Kanju,Korea,Kanju,Sweet Haven
Korea_Kanson,Korea,Kanson,Sweet Pine
Korea_Koryong,Korea,Koryong,High Ridge
Korea_Kwanch_ang,Korea,Kwanch’ang,Pass Prosperity
Korea_Kwanchon,Korea,Kwanchon,Pass Village
Korea_Kwanchon_2,Korea,Kwanchon,Pass Village
Korea_Kwanp_o,Korea,Kwanp’o,Pass Harbor
Korea_Kwanson,Korea,Kwanson,Pass Pine
Korea_Kwiju,Korea,Kwiju,Laurel Haven
Korea_Kwiju_2,Korea,Kwiju,Laurel Haven
Korea_Kwison,Korea,Kwison,Laurel Pine
Korea_Kwison_2,Korea,Kwison,Laurel Pine
Korea_Myongchon,Korea,Myongchon,Bright Village
Korea_Myongju,Korea,Myongju,Bright Haven
Korea_Myongnae,Korea,Myongnae,Bright Plain
Korea_Myongp_o,Korea,Myongp’o,Bright Harbor
Korea_Myongsan,Korea,Myongsan,Bright Mountain
Korea_Myongson,Korea,Myongson,Bright Pine
Korea_Namchon,Korea,Namchon,Southern Village
Korea_Namp_o,Korea,Namp’o,Southern Harbor
Korea_Namyang,Korea,Namyang,Southern Sun
Korea_Namyang_2,Korea,Namyang,Southern Sun
Korea_Namyong,Korea,Namyong,Southern Dragon
Korea_Nanchon,Korea,Nanchon,Southern Village
Korea_Nanchong,Korea,Nanchong,Southern Clarity
